Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
2258,4,15,9,CleanTech,Bangalore,299216,1067842,Yes,High,5000000
2259,14,2,9,E-Commerce,Mumbai,752479,2028151,Yes,High,5000000
2260,13,4,2,CleanTech,Kolkata,1454774,1901188,Yes,High,5000000
2261,13,13,5,AI,Chennai,1023066,1180357,Yes,High,5000000
2262,18,4,6,EdTech,Hyderabad,1082515,1194534,Yes,High,5000000
2263,6,9,2,AgriTech,Mumbai,1609666,1603501,No,Low,500000
2264,16,6,1,EdTech,Pune,314709,473354,Yes,High,5000000
2265,3,8,1,CleanTech,Pune,1061304,2004651,Yes,High,5000000
2266,14,12,2,AgriTech,Kolkata,357319,2463195,Yes,High,5000000
2267,19,12,3,HealthTech,Pune,1519272,790640,No,Low,500000
2268,13,5,1,E-Commerce,Chennai,801735,808497,Yes,High,5000000
2269,6,11,7,AgriTech,Mumbai,571651,1440787,Yes,High,5000000
2270,8,3,3,CleanTech,Pune,1178445,666451,No,Low,500000
2271,7,7,8,AgriTech,Pune,501318,957418,Yes,High,5000000
2272,11,0,8,AgriTech,Delhi,1859946,2206390,Yes,High,5000000
2273,7,6,2,AI,Pune,927990,275904,No,Low,500000
2274,13,0,4,FinTech,Pune,1246898,1650180,Yes,High,5000000
2275,4,10,5,CleanTech,Bangalore,1297147,2078865,Yes,High,5000000
2276,18,0,5,HealthTech,Delhi,1942413,1930069,No,Low,500000
2277,20,9,4,CleanTech,Bangalore,123790,480658,Yes,High,5000000
2278,12,8,8,AgriTech,Pune,69029,1039412,Yes,High,5000000
2279,8,13,2,FinTech,Chennai,1127305,2476705,Yes,High,5000000
2280,18,6,4,AI,Hyderabad,836136,350346,No,Low,500000
2281,11,5,5,E-Commerce,Mumbai,1864239,880632,No,Low,500000
2282,18,12,9,E-Commerce,Delhi,1833529,1822853,No,Low,500000
2283,8,5,9,E-Commerce,Hyderabad,1037944,215122,No,Low,500000
2284,13,3,5,AI,Kolkata,1286596,79883,No,Low,500000
2285,4,7,3,CleanTech,Mumbai,1569186,1397569,No,Low,500000
2286,15,5,6,CleanTech,Kolkata,685053,1786022,Yes,High,5000000
2287,13,6,7,CleanTech,Bangalore,1264719,1591711,Yes,High,5000000
2288,2,0,5,HealthTech,Kolkata,989602,1541613,Yes,High,5000000
2289,2,14,8,HealthTech,Mumbai,252427,1625880,Yes,High,5000000
2290,5,3,6,E-Commerce,Hyderabad,426160,1492389,Yes,High,5000000
2291,9,2,4,E-Commerce,Pune,1965588,736315,No,Low,500000
2292,12,8,3,HealthTech,Mumbai,1734383,1512982,No,Low,500000
2293,9,5,2,HealthTech,Hyderabad,1647867,1469561,No,Low,500000
2294,16,10,9,CleanTech,Delhi,1520613,217122,No,Low,500000
2295,7,8,8,CleanTech,Hyderabad,1401543,2011986,Yes,High,5000000
2296,12,1,4,EdTech,Hyderabad,295393,744896,Yes,High,5000000
2297,15,6,8,E-Commerce,Kolkata,1624845,2096000,Yes,High,5000000
2298,16,14,8,HealthTech,Bangalore,1572107,248685,No,Low,500000
2299,2,6,9,AI,Kolkata,623850,2390591,Yes,High,5000000
2300,11,12,6,AgriTech,Kolkata,547705,1726811,Yes,High,5000000
2301,2,13,5,HealthTech,Hyderabad,1571778,511851,No,Low,500000
2302,15,1,7,AI,Kolkata,1409900,898404,No,Low,500000
2303,16,7,4,EdTech,Delhi,1645205,1906139,Yes,High,5000000
2304,6,6,3,CleanTech,Hyderabad,1319272,2433147,Yes,High,5000000
2305,13,1,8,EdTech,Bangalore,203006,2381959,Yes,High,5000000
2306,16,4,1,AI,Chennai,1523507,840091,No,Low,500000
2307,13,6,2,CleanTech,Bangalore,1376504,1631667,Yes,High,5000000
2308,15,0,9,HealthTech,Kolkata,363516,2288790,Yes,High,5000000
2309,16,14,1,AI,Mumbai,1881290,2320056,Yes,High,5000000
2310,20,15,2,E-Commerce,Kolkata,484716,1750064,Yes,High,5000000
2311,16,13,9,E-Commerce,Bangalore,1682848,829507,No,Low,500000
2312,3,0,8,HealthTech,Bangalore,1905515,185566,No,Low,500000
2313,5,1,10,E-Commerce,Mumbai,1339234,1041864,No,Low,500000
2314,14,13,5,HealthTech,Kolkata,1849714,2378361,Yes,High,5000000
2315,3,9,3,E-Commerce,Chennai,516307,248360,No,Low,500000
2316,7,1,7,CleanTech,Chennai,1537483,1633198,Yes,High,5000000
2317,20,13,2,AgriTech,Mumbai,1670616,718523,No,Low,500000
2318,10,5,5,AI,Kolkata,1101074,113924,No,Low,500000
2319,13,4,4,EdTech,Mumbai,1044893,1169033,Yes,High,5000000
2320,14,6,4,HealthTech,Pune,1996641,152962,No,Low,500000
2321,12,14,1,EdTech,Delhi,693780,2411850,Yes,High,5000000
2322,6,2,10,CleanTech,Hyderabad,1161264,818208,No,Low,500000
2323,6,11,1,EdTech,Hyderabad,1888714,1450106,No,Low,500000
2324,2,2,3,CleanTech,Kolkata,1795591,2233922,Yes,High,5000000
2325,8,7,6,AI,Bangalore,1216409,1803211,Yes,High,5000000
2326,15,2,3,EdTech,Chennai,435707,811238,Yes,High,5000000
2327,7,12,4,HealthTech,Bangalore,502877,1089543,Yes,High,5000000
2328,5,4,9,HealthTech,Bangalore,357944,382476,Yes,High,5000000
2329,13,15,5,AgriTech,Mumbai,624610,703538,Yes,High,5000000
2330,14,0,4,FinTech,Kolkata,900719,1414898,Yes,High,5000000
2331,11,5,8,AI,Hyderabad,1513986,1750750,Yes,High,5000000
2332,13,0,7,AI,Delhi,548277,205560,No,Low,500000
2333,5,5,6,E-Commerce,Hyderabad,613232,410805,No,Low,500000
2334,3,4,4,AgriTech,Chennai,1726705,2275347,Yes,High,5000000
2335,7,6,5,HealthTech,Hyderabad,173755,1141604,Yes,High,5000000
2336,7,0,3,FinTech,Delhi,646446,220843,No,Low,500000
2337,15,12,2,HealthTech,Chennai,830089,1987295,Yes,High,5000000
2338,6,2,10,FinTech,Kolkata,180190,2495864,Yes,High,5000000
2339,2,11,8,EdTech,Mumbai,1439400,2455194,Yes,High,5000000
2340,2,14,1,AI,Kolkata,610004,1970053,Yes,High,5000000
2341,10,14,9,E-Commerce,Mumbai,1525655,652832,No,Low,500000
2342,9,4,6,HealthTech,Mumbai,1349333,1633650,Yes,High,5000000
2343,13,15,10,FinTech,Kolkata,955988,919976,No,Low,500000
2344,17,7,7,HealthTech,Mumbai,691505,1065130,Yes,High,5000000
2345,7,10,5,E-Commerce,Pune,1933705,862419,No,Low,500000
2346,9,3,7,EdTech,Hyderabad,603135,2419699,Yes,High,5000000
2347,8,14,9,AgriTech,Chennai,1268648,1707879,Yes,High,5000000
2348,6,11,7,CleanTech,Chennai,801923,913372,Yes,High,5000000
2349,2,2,9,CleanTech,Chennai,359252,2200647,Yes,High,5000000
2350,17,12,10,FinTech,Hyderabad,256970,915920,Yes,High,5000000
2351,20,7,5,AI,Kolkata,546991,2383807,Yes,High,5000000
2352,7,6,10,AI,Chennai,573283,1025590,Yes,High,5000000
2353,5,2,7,AI,Delhi,1054489,2372909,Yes,High,5000000
2354,14,9,1,E-Commerce,Bangalore,1299276,516111,No,Low,500000
2355,2,12,3,CleanTech,Delhi,508015,1240935,Yes,High,5000000
2356,10,2,8,EdTech,Chennai,394499,608294,Yes,High,5000000
2357,11,15,2,FinTech,Mumbai,246512,1907889,Yes,High,5000000
2358,16,0,3,FinTech,Kolkata,652951,2319300,Yes,High,5000000
2359,17,13,7,HealthTech,Chennai,908649,1392516,Yes,High,5000000
2360,7,12,7,HealthTech,Mumbai,1587513,71967,No,Low,500000
2361,13,14,5,CleanTech,Kolkata,1241122,2218544,Yes,High,5000000
2362,17,5,7,FinTech,Kolkata,900671,992564,Yes,High,5000000
2363,8,14,4,AI,Mumbai,1719030,342465,No,Low,500000
2364,8,1,5,E-Commerce,Delhi,409306,319960,No,Low,500000
2365,18,10,3,AI,Pune,1830807,1675082,No,Low,500000
2366,5,5,1,EdTech,Hyderabad,1726939,1473117,No,Low,500000
2367,7,0,9,AgriTech,Kolkata,735318,801618,Yes,High,5000000
2368,11,12,2,EdTech,Mumbai,107194,2260570,Yes,High,5000000
2369,8,2,4,AI,Chennai,1713827,2473203,Yes,High,5000000
2370,14,4,1,FinTech,Hyderabad,1275708,2177124,Yes,High,5000000
2371,10,6,7,FinTech,Hyderabad,1336810,1430415,Yes,High,5000000
2372,4,5,4,EdTech,Bangalore,252725,2258238,Yes,High,5000000
2373,15,3,6,EdTech,Mumbai,1661583,920723,No,Low,500000
2374,4,0,2,EdTech,Delhi,251657,1214532,Yes,High,5000000
2375,2,11,8,FinTech,Delhi,1556445,1830416,Yes,High,5000000
2376,7,13,1,FinTech,Hyderabad,1572737,1853155,Yes,High,5000000
2377,19,10,5,AgriTech,Bangalore,510385,1519362,Yes,High,5000000
2378,15,11,5,AI,Hyderabad,1336138,1219761,No,Low,500000
2379,5,7,5,AgriTech,Bangalore,956746,1472789,Yes,High,5000000
2380,8,15,5,AgriTech,Mumbai,661113,1610297,Yes,High,5000000
2381,2,7,10,HealthTech,Delhi,496133,2069515,Yes,High,5000000
2382,13,12,7,AgriTech,Hyderabad,1566865,180527,No,Low,500000
2383,3,3,9,E-Commerce,Kolkata,980074,2383555,Yes,High,5000000
2384,12,5,9,E-Commerce,Bangalore,231329,905585,Yes,High,5000000
2385,20,4,5,EdTech,Bangalore,1582806,1561955,No,Low,500000
2386,5,0,7,CleanTech,Chennai,222918,176259,No,Low,500000
2387,16,3,5,EdTech,Kolkata,300397,2131953,Yes,High,5000000
2388,7,9,2,AgriTech,Bangalore,340438,2402908,Yes,High,5000000
2389,20,3,7,HealthTech,Bangalore,506518,1848744,Yes,High,5000000
2390,14,2,3,CleanTech,Chennai,775889,1874470,Yes,High,5000000
2391,20,12,6,EdTech,Pune,1427469,681448,No,Low,500000
2392,20,4,8,AI,Pune,685796,2015528,Yes,High,5000000
2393,4,1,6,AI,Chennai,1767668,2232401,Yes,High,5000000
2394,16,0,5,HealthTech,Hyderabad,642433,895700,Yes,High,5000000
2395,10,5,9,FinTech,Pune,337863,699425,Yes,High,5000000
2396,10,15,2,FinTech,Kolkata,1922415,1817338,No,Low,500000
2397,14,1,8,E-Commerce,Chennai,482401,502233,Yes,High,5000000
2398,6,2,10,AgriTech,Bangalore,764533,612528,No,Low,500000
2399,19,11,3,HealthTech,Mumbai,1509471,854489,No,Low,500000
2400,3,2,5,EdTech,Bangalore,1545248,381380,No,Low,500000
2401,16,12,1,FinTech,Delhi,50684,1685991,Yes,High,5000000
2402,13,11,7,AgriTech,Pune,1583122,386253,No,Low,500000
2403,12,15,8,AgriTech,Kolkata,1826266,1794474,No,Low,500000
2404,20,1,3,CleanTech,Kolkata,732926,1726024,Yes,High,5000000
2405,3,7,2,AI,Pune,1739965,218824,No,Low,500000
2406,18,10,4,FinTech,Hyderabad,1945271,987505,No,Low,500000
2407,15,13,1,HealthTech,Pune,851189,2471850,Yes,High,5000000
2408,16,3,1,AI,Pune,1472117,2075722,Yes,High,5000000
2409,20,2,5,AI,Hyderabad,1268922,1254341,No,Low,500000
2410,6,10,4,FinTech,Chennai,581427,2452888,Yes,High,5000000
2411,12,12,4,CleanTech,Hyderabad,692197,2248208,Yes,High,5000000
2412,3,3,5,HealthTech,Chennai,1916036,98088,No,Low,500000
2413,7,0,1,HealthTech,Delhi,1043082,789682,No,Low,500000
2414,17,4,4,FinTech,Bangalore,1643255,377055,No,Low,500000
2415,2,10,6,E-Commerce,Delhi,1342908,1463274,Yes,High,5000000
2416,14,13,1,EdTech,Delhi,458868,2230650,Yes,High,5000000
2417,2,5,10,EdTech,Bangalore,518807,2222706,Yes,High,5000000
2418,13,14,7,AI,Pune,314567,1192375,Yes,High,5000000
2419,12,2,5,AgriTech,Mumbai,813609,77042,No,Low,500000
2420,2,6,9,AI,Pune,179287,1220183,Yes,High,5000000
2421,7,1,10,FinTech,Hyderabad,208114,539191,Yes,High,5000000
2422,19,14,6,AI,Delhi,541225,2296699,Yes,High,5000000
2423,9,10,2,E-Commerce,Mumbai,959012,1446834,Yes,High,5000000
2424,6,13,5,AI,Bangalore,1536709,2327157,Yes,High,5000000
2425,16,14,5,AgriTech,Chennai,1402995,1707432,Yes,High,5000000
2426,11,11,7,EdTech,Kolkata,1334250,1579712,Yes,High,5000000
2427,9,13,4,EdTech,Hyderabad,1886387,736793,No,Low,500000
2428,14,10,10,HealthTech,Hyderabad,165429,1361334,Yes,High,5000000
2429,13,3,9,CleanTech,Pune,424948,2436719,Yes,High,5000000
2430,16,2,7,AgriTech,Mumbai,118396,1724483,Yes,High,5000000
2431,10,13,4,FinTech,Hyderabad,1657818,443735,No,Low,500000
2432,16,15,7,HealthTech,Delhi,1662666,1508775,No,Low,500000
2433,10,3,9,E-Commerce,Mumbai,1239401,1535478,Yes,High,5000000
2434,9,4,4,HealthTech,Kolkata,1880938,1889555,Yes,High,5000000
2435,13,12,9,E-Commerce,Delhi,1298679,922603,No,Low,500000
2436,12,7,4,HealthTech,Chennai,1806249,735251,No,Low,500000
2437,11,13,6,CleanTech,Delhi,563343,1837638,Yes,High,5000000
2438,9,6,4,EdTech,Chennai,1555917,1281074,No,Low,500000
2439,13,2,2,FinTech,Kolkata,1179812,875581,No,Low,500000
2440,7,2,10,AI,Bangalore,1308956,772488,No,Low,500000
2441,19,7,7,FinTech,Chennai,556882,1537766,Yes,High,5000000
2442,18,5,3,E-Commerce,Pune,592595,2287945,Yes,High,5000000
2443,8,15,8,AgriTech,Chennai,814664,1098391,Yes,High,5000000
2444,14,9,7,EdTech,Kolkata,1781492,292175,No,Low,500000
2445,7,10,7,AI,Bangalore,1848854,1484890,No,Low,500000
2446,9,5,1,EdTech,Delhi,1604443,1512548,No,Low,500000
2447,19,13,5,AgriTech,Bangalore,253812,2211708,Yes,High,5000000
2448,15,15,4,HealthTech,Hyderabad,551385,535708,No,Low,500000
2449,15,8,6,AgriTech,Hyderabad,418527,1598512,Yes,High,5000000
2450,19,9,1,E-Commerce,Bangalore,505386,1345250,Yes,High,5000000
2451,8,12,7,HealthTech,Hyderabad,1281742,1347622,Yes,High,5000000
2452,12,0,7,AI,Bangalore,679445,1071907,Yes,High,5000000
2453,8,5,2,AgriTech,Hyderabad,1074709,675109,No,Low,500000
2454,11,10,7,E-Commerce,Kolkata,79035,1565078,Yes,High,5000000
2455,12,8,2,EdTech,Bangalore,1829281,1548503,No,Low,500000
2456,12,6,10,FinTech,Mumbai,1096464,1281902,Yes,High,5000000
2457,20,9,5,AgriTech,Delhi,1493065,2454085,Yes,High,5000000
2458,17,10,4,EdTech,Delhi,273209,2057411,Yes,High,5000000
2459,17,2,10,CleanTech,Bangalore,1765192,116574,No,Low,500000
2460,3,4,3,EdTech,Pune,1540667,297173,No,Low,500000
2461,12,0,8,HealthTech,Delhi,152141,531052,Yes,High,5000000
2462,2,1,3,EdTech,Hyderabad,944371,1879105,Yes,High,5000000
2463,7,14,5,AI,Pune,287427,1920747,Yes,High,5000000
2464,16,4,1,CleanTech,Pune,1508333,568566,No,Low,500000
2465,13,13,5,AI,Mumbai,1786513,2028922,Yes,High,5000000
2466,19,0,9,EdTech,Delhi,1141042,1583187,Yes,High,5000000
2467,11,5,3,E-Commerce,Pune,419170,1583126,Yes,High,5000000
2468,16,3,5,AgriTech,Chennai,1463383,1883556,Yes,High,5000000
2469,7,15,4,CleanTech,Bangalore,1817965,1146045,No,Low,500000
2470,3,13,8,HealthTech,Mumbai,611651,1303416,Yes,High,5000000
2471,7,9,8,AgriTech,Pune,1459874,165067,No,Low,500000
2472,8,8,5,AI,Hyderabad,72765,640157,Yes,High,5000000
2473,11,6,7,EdTech,Kolkata,426685,292835,No,Low,500000
2474,5,10,1,EdTech,Pune,1734206,1457035,No,Low,500000
2475,10,4,6,HealthTech,Kolkata,881791,1790857,Yes,High,5000000
2476,4,7,2,EdTech,Bangalore,1690452,281792,No,Low,500000
2477,11,7,5,E-Commerce,Hyderabad,1975678,73807,No,Low,500000
2478,18,5,10,HealthTech,Mumbai,1243096,2189054,Yes,High,5000000
2479,10,14,2,AgriTech,Delhi,429818,117226,No,Low,500000
2480,8,3,7,E-Commerce,Pune,1113202,1916108,Yes,High,5000000
2481,18,9,7,AI,Hyderabad,1269645,2101731,Yes,High,5000000
2482,8,10,7,E-Commerce,Pune,1633756,1412032,No,Low,500000
2483,18,15,2,AI,Hyderabad,103751,1799532,Yes,High,5000000
2484,20,9,3,CleanTech,Mumbai,790010,513960,No,Low,500000
2485,4,3,10,HealthTech,Hyderabad,564567,210096,No,Low,500000
2486,9,10,10,CleanTech,Delhi,1682314,1766010,Yes,High,5000000
2487,20,12,5,EdTech,Mumbai,256410,890409,Yes,High,5000000
2488,6,4,5,AgriTech,Bangalore,1613288,2043735,Yes,High,5000000
2489,17,12,4,CleanTech,Delhi,1927184,312475,No,Low,500000
2490,8,5,5,FinTech,Bangalore,97471,1951798,Yes,High,5000000
2491,20,1,10,HealthTech,Hyderabad,1309198,2147728,Yes,High,5000000
2492,17,4,10,HealthTech,Pune,1784005,278797,No,Low,500000
2493,3,4,10,E-Commerce,Bangalore,625064,1878233,Yes,High,5000000
2494,2,8,6,HealthTech,Kolkata,605871,1318776,Yes,High,5000000
2495,18,8,7,EdTech,Mumbai,465481,1905924,Yes,High,5000000
2496,6,5,2,AgriTech,Kolkata,248047,1971908,Yes,High,5000000
2497,18,12,4,HealthTech,Kolkata,210192,1901063,Yes,High,5000000
2498,4,2,8,FinTech,Bangalore,1349592,986010,No,Low,500000
2499,17,14,3,AI,Chennai,1138496,1951064,Yes,High,5000000
2500,19,5,1,AgriTech,Mumbai,1519991,1837907,Yes,High,5000000
2501,11,1,10,CleanTech,Kolkata,1051138,655256,No,Low,500000
2502,7,2,5,FinTech,Kolkata,1824849,2370616,Yes,High,5000000
2503,9,14,2,EdTech,Bangalore,1208468,1116072,No,Low,500000
2504,6,9,2,HealthTech,Bangalore,1847269,1851371,Yes,High,5000000
2505,3,1,2,HealthTech,Chennai,348304,1263727,Yes,High,5000000
2506,8,12,2,CleanTech,Chennai,682203,518849,No,Low,500000
2507,16,11,9,EdTech,Kolkata,1027278,2266646,Yes,High,5000000
2508,4,2,3,EdTech,Mumbai,960631,2000907,Yes,High,5000000
2509,6,11,7,FinTech,Kolkata,1020875,1077635,Yes,High,5000000
2510,6,6,7,CleanTech,Bangalore,439760,1874436,Yes,High,5000000
2511,6,0,8,AI,Chennai,643609,1057780,Yes,High,5000000
2512,10,8,1,EdTech,Kolkata,91001,494060,Yes,High,5000000
2513,4,15,1,E-Commerce,Delhi,417878,1822110,Yes,High,5000000
2514,9,13,2,FinTech,Delhi,1856547,2048561,Yes,High,5000000
2515,12,1,7,HealthTech,Pune,1936977,1157578,No,Low,500000
2516,3,3,6,CleanTech,Bangalore,1277423,2294961,Yes,High,5000000
2517,20,7,1,EdTech,Kolkata,1483619,2412699,Yes,High,5000000
2518,10,14,4,HealthTech,Hyderabad,1189712,1337809,Yes,High,5000000
2519,8,10,8,FinTech,Bangalore,107032,642651,Yes,High,5000000
2520,4,2,8,HealthTech,Pune,765970,650165,No,Low,500000
2521,19,6,8,AI,Kolkata,1741556,428401,No,Low,500000
2522,11,2,10,FinTech,Mumbai,1050778,1887865,Yes,High,5000000
2523,3,9,4,HealthTech,Kolkata,1735511,2447452,Yes,High,5000000
2524,10,15,1,CleanTech,Chennai,1516186,365912,No,Low,500000
2525,4,12,4,FinTech,Kolkata,432347,943395,Yes,High,5000000
2526,20,10,8,FinTech,Delhi,335906,149616,No,Low,500000
2527,8,12,9,EdTech,Pune,1707808,1811785,Yes,High,5000000
2528,7,11,7,E-Commerce,Delhi,864444,1001606,Yes,High,5000000
2529,9,1,5,CleanTech,Chennai,1918481,194816,No,Low,500000
2530,8,1,7,AgriTech,Bangalore,1619624,1958590,Yes,High,5000000
2531,4,6,2,AI,Delhi,310950,2386111,Yes,High,5000000
2532,19,10,4,AgriTech,Chennai,621380,1441564,Yes,High,5000000
2533,9,9,1,AgriTech,Pune,1502865,2142362,Yes,High,5000000
2534,9,0,10,CleanTech,Hyderabad,541777,790365,Yes,High,5000000
2535,2,5,7,FinTech,Kolkata,1260656,1936310,Yes,High,5000000
2536,19,11,10,E-Commerce,Mumbai,1944443,1906201,No,Low,500000
2537,19,12,8,HealthTech,Mumbai,1414305,107099,No,Low,500000
2538,15,3,2,AI,Pune,734264,1087261,Yes,High,5000000
2539,15,8,8,EdTech,Kolkata,1456056,1595205,Yes,High,5000000
2540,16,12,4,HealthTech,Hyderabad,1059877,1529321,Yes,High,5000000
2541,20,5,1,HealthTech,Chennai,1163665,679742,No,Low,500000
2542,14,10,4,HealthTech,Kolkata,439054,1850126,Yes,High,5000000
2543,5,14,10,CleanTech,Hyderabad,677844,2326630,Yes,High,5000000
2544,6,14,6,EdTech,Delhi,917521,1057859,Yes,High,5000000
2545,4,4,3,E-Commerce,Hyderabad,668042,671367,Yes,High,5000000
2546,5,1,9,AI,Kolkata,838128,398549,No,Low,500000
2547,7,15,7,AI,Chennai,851662,961306,Yes,High,5000000
2548,5,13,6,FinTech,Mumbai,1030442,1433503,Yes,High,5000000
2549,14,12,5,CleanTech,Kolkata,519705,2379613,Yes,High,5000000
2550,17,0,7,AI,Chennai,1682992,295727,No,Low,500000
2551,15,9,9,HealthTech,Bangalore,139719,2046026,Yes,High,5000000
2552,19,2,7,EdTech,Hyderabad,1973827,943046,No,Low,500000
2553,8,5,9,EdTech,Chennai,563342,444583,No,Low,500000
2554,12,15,6,HealthTech,Pune,1433424,1370289,No,Low,500000
2555,10,2,5,HealthTech,Pune,1084536,739427,No,Low,500000
2556,2,6,4,EdTech,Delhi,1371735,2308014,Yes,High,5000000
2557,17,14,1,EdTech,Hyderabad,1641648,1005556,No,Low,500000
2558,6,5,8,FinTech,Mumbai,763165,2487257,Yes,High,5000000
2559,10,6,7,EdTech,Delhi,852943,2312071,Yes,High,5000000
2560,20,10,6,EdTech,Chennai,769276,1209584,Yes,High,5000000
2561,20,3,6,HealthTech,Delhi,853391,1275138,Yes,High,5000000
2562,12,3,2,EdTech,Mumbai,1835963,766365,No,Low,500000
2563,10,9,2,AgriTech,Kolkata,479582,69791,No,Low,500000
2564,5,2,8,FinTech,Mumbai,773687,1415931,Yes,High,5000000
2565,13,13,9,AgriTech,Chennai,1257361,1636574,Yes,High,5000000
2566,5,13,7,FinTech,Kolkata,1829905,1498554,No,Low,500000
2567,10,13,1,CleanTech,Bangalore,550532,1931467,Yes,High,5000000
2568,2,2,8,EdTech,Bangalore,231578,2061849,Yes,High,5000000
2569,7,13,3,E-Commerce,Hyderabad,551592,1301764,Yes,High,5000000
2570,17,2,9,AgriTech,Chennai,1731552,1266863,No,Low,500000
2571,19,14,5,E-Commerce,Mumbai,387076,2433727,Yes,High,5000000
2572,10,12,8,E-Commerce,Delhi,194985,2180502,Yes,High,5000000
2573,20,8,10,CleanTech,Delhi,1819826,2423471,Yes,High,5000000
2574,13,9,2,AgriTech,Hyderabad,1182319,1853333,Yes,High,5000000
2575,3,15,6,FinTech,Hyderabad,780433,2271028,Yes,High,5000000
2576,12,10,8,AI,Mumbai,1164644,2238975,Yes,High,5000000
2577,3,10,7,HealthTech,Delhi,1654374,2429509,Yes,High,5000000
2578,16,12,7,EdTech,Mumbai,1083329,1699354,Yes,High,5000000
2579,9,2,7,AgriTech,Bangalore,1507122,888143,No,Low,500000
2580,14,9,7,E-Commerce,Delhi,1776045,323534,No,Low,500000
2581,14,12,1,HealthTech,Kolkata,1013869,1326825,Yes,High,5000000
2582,12,12,1,E-Commerce,Chennai,1183642,170241,No,Low,500000
2583,12,5,7,AgriTech,Hyderabad,386888,1611181,Yes,High,5000000
2584,15,10,5,AgriTech,Chennai,1697106,2275729,Yes,High,5000000
2585,4,0,6,FinTech,Hyderabad,433186,1410826,Yes,High,5000000
2586,2,4,7,E-Commerce,Delhi,1206691,2236856,Yes,High,5000000
2587,2,11,9,E-Commerce,Pune,1484683,1212697,No,Low,500000
2588,10,11,8,EdTech,Chennai,1786900,2252308,Yes,High,5000000
2589,8,0,6,E-Commerce,Pune,1148826,792366,No,Low,500000
2590,8,0,8,E-Commerce,Kolkata,246278,1382234,Yes,High,5000000
2591,8,0,1,FinTech,Chennai,473772,38950,No,Low,500000
2592,12,12,10,FinTech,Pune,749120,677253,No,Low,500000
2593,17,0,7,CleanTech,Kolkata,1400308,1733659,Yes,High,5000000
2594,11,5,9,EdTech,Hyderabad,778569,2295629,Yes,High,5000000
2595,3,2,8,AI,Kolkata,972477,2367028,Yes,High,5000000
2596,19,0,7,HealthTech,Mumbai,381107,1549330,Yes,High,5000000
2597,9,8,5,CleanTech,Pune,957075,851107,No,Low,500000
2598,5,2,2,EdTech,Delhi,1828682,71341,No,Low,500000
2599,9,14,10,CleanTech,Bangalore,1979299,2393096,Yes,High,5000000
2600,10,0,5,AI,Bangalore,1596836,2402464,Yes,High,5000000
2601,4,14,10,CleanTech,Mumbai,1790848,1698808,No,Low,500000
2602,10,15,6,E-Commerce,Pune,540459,1583948,Yes,High,5000000
2603,16,11,1,FinTech,Pune,1447031,2454917,Yes,High,5000000
2604,15,0,4,AI,Mumbai,652695,1502051,Yes,High,5000000
2605,5,3,10,AI,Mumbai,1515894,889019,No,Low,500000
2606,19,1,4,AI,Mumbai,79502,2114555,Yes,High,5000000
2607,17,2,1,AgriTech,Bangalore,358404,1841620,Yes,High,5000000
2608,6,14,2,CleanTech,Hyderabad,52276,393427,Yes,High,5000000
2609,12,9,2,AI,Chennai,241926,1544746,Yes,High,5000000
2610,4,9,8,AI,Mumbai,1393532,67092,No,Low,500000
2611,12,14,9,AI,Delhi,1316158,1130886,No,Low,500000
2612,15,1,2,E-Commerce,Kolkata,323039,2317725,Yes,High,5000000
2613,12,9,5,EdTech,Delhi,1435432,479646,No,Low,500000
2614,11,0,10,FinTech,Mumbai,1706950,1855828,Yes,High,5000000
2615,15,11,9,E-Commerce,Chennai,1470717,911698,No,Low,500000
2616,18,4,3,HealthTech,Pune,1171464,2235669,Yes,High,5000000
2617,14,4,8,E-Commerce,Chennai,1201216,258640,No,Low,500000
2618,7,8,2,AI,Pune,618996,639679,Yes,High,5000000
2619,2,1,5,AgriTech,Chennai,1277628,1226295,No,Low,500000
2620,18,5,9,EdTech,Mumbai,1027303,608185,No,Low,500000
2621,6,12,10,CleanTech,Kolkata,708476,1132929,Yes,High,5000000
2622,5,6,10,CleanTech,Bangalore,1512924,1293861,No,Low,500000
2623,11,8,9,AI,Chennai,1464863,1428658,No,Low,500000
2624,10,5,3,E-Commerce,Chennai,239771,1632378,Yes,High,5000000
2625,20,12,1,AI,Kolkata,1369970,412450,No,Low,500000
2626,3,6,3,AgriTech,Chennai,1743558,2356957,Yes,High,5000000
2627,9,12,8,FinTech,Chennai,1778767,2068141,Yes,High,5000000
2628,12,7,8,HealthTech,Kolkata,436897,1917430,Yes,High,5000000
2629,7,14,1,EdTech,Kolkata,1025263,712361,No,Low,500000
2630,6,10,6,HealthTech,Chennai,1071728,2021681,Yes,High,5000000
2631,13,3,10,FinTech,Mumbai,723105,1308102,Yes,High,5000000
2632,13,9,1,E-Commerce,Bangalore,576160,35521,No,Low,500000
2633,5,12,5,AgriTech,Chennai,926817,2121510,Yes,High,5000000
2634,3,7,10,AgriTech,Bangalore,851896,1468857,Yes,High,5000000
2635,8,15,1,E-Commerce,Chennai,373683,521991,Yes,High,5000000
2636,2,11,1,E-Commerce,Chennai,1311156,306682,No,Low,500000
2637,6,12,2,FinTech,Kolkata,1543206,1392409,No,Low,500000
2638,6,3,10,AgriTech,Delhi,638906,1979597,Yes,High,5000000
